"filename", "language", "C++", "Makefile", "Go", "Docker", "Markdown", "JSON", "comment", "blank", "total"
"e:\Projects\VScodeProjects\ocibuilder_init\include\main\push.h", "C++", 15, 0, 0, 0, 0, 0, 15, 1, 31
"e:\Projects\VScodeProjects\ocibuilder_init\include\main\rmi.h", "C++", 11, 0, 0, 0, 0, 0, 10, 1, 22
"e:\Projects\VScodeProjects\ocibuilder_init\include\main\root.h", "C++", 24, 0, 0, 0, 0, 0, 22, 4, 50
"e:\Projects\VScodeProjects\ocibuilder_init\include\main\tag.h", "C++", 11, 0, 0, 0, 0, 0, 10, 1, 22
"e:\Projects\VScodeProjects\ocibuilder_init\include\main\version.h", "C++", 15, 0, 0, 0, 0, 0, 15, 1, 31
"e:\Projects\VScodeProjects\ocibuilder_init\include\manifest\docker_schema2.h", "C++", 52, 0, 0, 0, 0, 0, 10, 6, 68
"e:\Projects\VScodeProjects\ocibuilder_init\include\manifest\manifest.h", "C++", 15, 0, 0, 0, 0, 0, 0, 4, 19
"e:\Projects\VScodeProjects\ocibuilder_init\include\multierror\group.h", "C++", 44, 0, 0, 0, 0, 0, 1, 7, 52
"e:\Projects\VScodeProjects\ocibuilder_init\include\parse\buildkitparser.h", "C++", 16, 0, 0, 0, 0, 0, 0, 1, 17
"e:\Projects\VScodeProjects\ocibuilder_init\include\parse\dockerfileparse.h", "C++", 86, 0, 0, 0, 0, 0, 1, 13, 100
"e:\Projects\VScodeProjects\ocibuilder_init\include\parse\line_parsers.h", "C++", 23, 0, 0, 0, 0, 0, 0, 1, 24
"e:\Projects\VScodeProjects\ocibuilder_init\include\parse\parse.h", "C++", 25, 0, 0, 0, 0, 0, 1, 2, 28
"e:\Projects\VScodeProjects\ocibuilder_init\include\parse\split_command.h", "C++", 11, 0, 0, 0, 0, 0, 0, 2, 13
"e:\Projects\VScodeProjects\ocibuilder_init\include\pflag\value.h", "C++", 88, 0, 0, 0, 0, 0, 42, 2, 132
"e:\Projects\VScodeProjects\ocibuilder_init\include\platforms\default_unix.h", "C++", 40, 0, 0, 0, 0, 0, 2, 6, 48
"e:\Projects\VScodeProjects\ocibuilder_init\include\reference\container.h", "C++", 10, 0, 0, 0, 0, 0, 75, 6, 91
"e:\Projects\VScodeProjects\ocibuilder_init\include\reference\reference.h", "C++", 48, 0, 0, 0, 0, 0, 0, 4, 52
"e:\Projects\VScodeProjects\ocibuilder_init\include\reference\types.h", "C++", 96, 0, 0, 0, 0, 0, 23, 21, 140
"e:\Projects\VScodeProjects\ocibuilder_init\include\regexp\regexp.h", "C++", 45, 0, 0, 0, 0, 0, 0, 1, 46
"e:\Projects\VScodeProjects\ocibuilder_init\include\runtime_spec\config.h", "C++", 7, 0, 0, 0, 0, 0, 0, 4, 11
"e:\Projects\VScodeProjects\ocibuilder_init\include\runtime_spec\runtime2.h", "C++", 31, 0, 0, 0, 0, 0, 3, 7, 41
"e:\Projects\VScodeProjects\ocibuilder_init\include\runtime_spec\symtab.h", "C++", 123, 0, 0, 0, 0, 0, 14, 39, 176
"e:\Projects\VScodeProjects\ocibuilder_init\include\runtime_spec\type.h", "C++", 36, 0, 0, 0, 0, 0, 2, 8, 46
"e:\Projects\VScodeProjects\ocibuilder_init\include\rusage\rusage.h", "C++", 56, 0, 0, 0, 0, 0, 10, 3, 69
"e:\Projects\VScodeProjects\ocibuilder_init\include\rusage\rusage_unix.h", "C++", 59, 0, 0, 0, 0, 0, 12, 9, 80
"e:\Projects\VScodeProjects\ocibuilder_init\include\selinux\selinux.h", "C++", 5, 0, 0, 0, 0, 0, 0, 2, 7
"e:\Projects\VScodeProjects\ocibuilder_init\include\selinux\selinux_linux.h", "C++", 23, 0, 0, 0, 0, 0, 7, 9, 39
"e:\Projects\VScodeProjects\ocibuilder_init\include\semaphore\semaphore.h", "C++", 35, 0, 0, 0, 0, 0, 2, 4, 41
"e:\Projects\VScodeProjects\ocibuilder_init\include\shell\lex.h", "C++", 58, 0, 0, 0, 0, 0, 2, 10, 70
"e:\Projects\VScodeProjects\ocibuilder_init\include\signature\policy_config.h", "C++", 18, 0, 0, 0, 0, 0, 0, 5, 23
"e:\Projects\VScodeProjects\ocibuilder_init\include\signature\policy_eval.h", "C++", 25, 0, 0, 0, 0, 0, 0, 4, 29
"e:\Projects\VScodeProjects\ocibuilder_init\include\signature\policy_types.h", "C++", 22, 0, 0, 0, 0, 0, 0, 4, 26
"e:\Projects\VScodeProjects\ocibuilder_init\include\signer\signer.h", "C++", 5, 0, 0, 0, 0, 0, 0, 4, 9
"e:\Projects\VScodeProjects\ocibuilder_init\include\specs\specs.h", "C++", 34, 0, 0, 0, 0, 0, 25, 4, 63
"e:\Projects\VScodeProjects\ocibuilder_init\include\sshagent\sshagent.h", "C++", 14, 0, 0, 0, 0, 0, 1, 3, 18
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\images.h", "C++", 30, 0, 0, 0, 0, 0, 16, 16, 62
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\layers.h", "C++", 16, 0, 0, 0, 0, 0, 0, 3, 19
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\overlay\overlay.h", "C++", 13, 0, 0, 0, 0, 0, 0, 1, 14
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\storage.h", "C++", 399, 0, 0, 0, 0, 0, 164, 95, 658
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\storage_reference.h", "C++", 19, 0, 0, 0, 0, 0, 0, 2, 21
"e:\Projects\VScodeProjects\ocibuilder_init\include\storage\storage_transport.h", "C++", 26, 0, 0, 0, 0, 0, 3, 5, 34
"e:\Projects\VScodeProjects\ocibuilder_init\include\strslice\strslice.h", "C++", 10, 0, 0, 0, 0, 0, 0, 3, 13
"e:\Projects\VScodeProjects\ocibuilder_init\include\sync\cond.h", "C++", 13, 0, 0, 0, 0, 0, 4, 3, 20
"e:\Projects\VScodeProjects\ocibuilder_init\include\sync\mutex.h", "C++", 14, 0, 0, 0, 0, 0, 16, 5, 35
"e:\Projects\VScodeProjects\ocibuilder_init\include\sync\once.h", "C++", 9, 0, 0, 0, 0, 0, 0, 2, 11
"e:\Projects\VScodeProjects\ocibuilder_init\include\sync\pool.h", "C++", 40, 0, 0, 0, 0, 0, 6, 14, 60
"e:\Projects\VScodeProjects\ocibuilder_init\include\system\lcow_unix.h", "C++", 16, 0, 0, 0, 0, 0, 4, 1, 21
"e:\Projects\VScodeProjects\ocibuilder_init\include\toml\decode.h", "C++", 3, 0, 0, 0, 0, 0, 0, 4, 7
"e:\Projects\VScodeProjects\ocibuilder_init\include\transports\transports.h", "C++", 20, 0, 0, 0, 0, 0, 0, 3, 23
"e:\Projects\VScodeProjects\ocibuilder_init\include\types\network.h", "C++", 32, 0, 0, 0, 0, 0, 18, 15, 65
"e:\Projects\VScodeProjects\ocibuilder_init\include\types\options.h", "C++", 62, 0, 0, 0, 0, 0, 37, 2, 101
"e:\Projects\VScodeProjects\ocibuilder_init\include\types\types.h", "C++", 25, 0, 0, 0, 0, 0, 4, 6, 35
"e:\Projects\VScodeProjects\ocibuilder_init\include\unshare\unshare.h", "C++", 13, 0, 0, 0, 0, 0, 0, 3, 16
"e:\Projects\VScodeProjects\ocibuilder_init\include\unshare\unshare_linux.h", "C++", 8, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Projects\VScodeProjects\ocibuilder_init\include\util\util.h", "C++", 18, 0, 0, 0, 0, 0, 0, 7, 25
"e:\Projects\VScodeProjects\ocibuilder_init\include\v1\config.h", "C++", 47, 0, 0, 0, 0, 0, 24, 15, 86
"e:\Projects\VScodeProjects\ocibuilder_init\include\v1\descriptor.h", "C++", 36, 0, 0, 0, 0, 0, 0, 3, 39
"e:\Projects\VScodeProjects\ocibuilder_init\include\v1\mediatype.h", "C++", 15, 0, 0, 0, 0, 0, 11, 11, 37
"e:\Projects\VScodeProjects\ocibuilder_init\test.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 6
"Total", "-", 16217, 48, 10, 4, 14, 13, 5404, 2609, 24319
