"filename", "language", "C++", "comment", "blank", "total"
"d:\BaiduSyncdisk\OCI\execute\config\pod_exit_policy.cpp", "C++", 1, 0, 1, 2
"d:\BaiduSyncdisk\OCI\include\config\config.h", "C++", 163, 169, 121, 453
"d:\BaiduSyncdisk\OCI\include\config\pod_exit_policy.h", "C++", 11, 0, 5, 16
"d:\BaiduSyncdisk\OCI\include\types\network.h", "C++", 16, 16, 15, 47
"Total", "-", 191, 185, 142, 518
