"filename", "language", "C++", "XML", "Batch", "Shell Script", "Diff", "Ruby", "Perl", "comment", "blank", "total"
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\handle_self_turns.hpp", "C++", 233, 0, 0, 0, 0, 0, 0, 24, 45, 302
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\inconsistent_turns_exception.hpp", "C++", 20, 0, 0, 0, 0, 0, 0, 5, 14, 39
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\intersection_box_box.hpp", "C++", 64, 0, 0, 0, 0, 0, 0, 9, 24, 97
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\intersection_insert.hpp", "C++", 1311, 0, 0, 0, 0, 0, 0, 86, 159, 1556
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\is_self_turn.hpp", "C++", 45, 0, 0, 0, 0, 0, 0, 6, 18, 69
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\less_by_segment_ratio.hpp", "C++", 143, 0, 0, 0, 0, 0, 0, 20, 43, 206
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\linear_linear.hpp", "C++", 262, 0, 0, 0, 0, 0, 0, 10, 59, 331
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\needs_self_turns.hpp", "C++", 59, 0, 0, 0, 0, 0, 0, 8, 22, 89
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\overlay.hpp", "C++", 320, 0, 0, 0, 0, 0, 0, 41, 79, 440
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\overlay_type.hpp", "C++", 57, 0, 0, 0, 0, 0, 0, 6, 23, 86
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\pointlike_areal.hpp", "C++", 251, 0, 0, 0, 0, 0, 0, 14, 55, 320
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\pointlike_linear.hpp", "C++", 313, 0, 0, 0, 0, 0, 0, 22, 68, 403
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\pointlike_pointlike.hpp", "C++", 344, 0, 0, 0, 0, 0, 0, 22, 80, 446
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\range_in_geometry.hpp", "C++", 128, 0, 0, 0, 0, 0, 0, 17, 32, 177
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\ring_properties.hpp", "C++", 48, 0, 0, 0, 0, 0, 0, 11, 24, 83
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\segment_as_subrange.hpp", "C++", 37, 0, 0, 0, 0, 0, 0, 5, 18, 60
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\segment_identifier.hpp", "C++", 79, 0, 0, 0, 0, 0, 0, 11, 25, 115
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\select_rings.hpp", "C++", 284, 0, 0, 0, 0, 0, 0, 26, 65, 375
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\self_turn_points.hpp", "C++", 283, 0, 0, 0, 0, 0, 0, 30, 63, 376
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\sort_by_side.hpp", "C++", 546, 0, 0, 0, 0, 0, 0, 65, 97, 708
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\stream_info.hpp", "C++", 50, 0, 0, 0, 0, 0, 0, 8, 22, 80
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\traversal.hpp", "C++", 820, 0, 0, 0, 0, 0, 0, 75, 139, 1034
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\traversal_info.hpp", "C++", 30, 0, 0, 0, 0, 0, 0, 5, 19, 54
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\traversal_ring_creator.hpp", "C++", 336, 0, 0, 0, 0, 0, 0, 30, 61, 427
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\traversal_switch_detector.hpp", "C++", 494, 0, 0, 0, 0, 0, 0, 78, 97, 669
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\traverse.hpp", "C++", 84, 0, 0, 0, 0, 0, 0, 9, 22, 115
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\turn_info.hpp", "C++", 107, 0, 0, 0, 0, 0, 0, 22, 32, 161
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\overlay\visit_info.hpp", "C++", 71, 0, 0, 0, 0, 0, 0, 5, 23, 99
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\partition.hpp", "C++", 759, 0, 0, 0, 0, 0, 0, 33, 84, 876
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\point_is_spike_or_equal.hpp", "C++", 124, 0, 0, 0, 0, 0, 0, 30, 30, 184
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\point_on_border.hpp", "C++", 140, 0, 0, 0, 0, 0, 0, 26, 53, 219
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\recalculate.hpp", "C++", 180, 0, 0, 0, 0, 0, 0, 13, 43, 236
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\areal_areal.hpp", "C++", 623, 0, 0, 0, 0, 0, 0, 135, 132, 890
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\boundary_checker.hpp", "C++", 122, 0, 0, 0, 0, 0, 0, 16, 39, 177
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\de9im.hpp", "C++", 238, 0, 0, 0, 0, 0, 0, 106, 42, 386
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\follow_helpers.hpp", "C++", 301, 0, 0, 0, 0, 0, 0, 44, 71, 416
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\implementation.hpp", "C++", 67, 0, 0, 0, 0, 0, 0, 22, 36, 125
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\interface.hpp", "C++", 295, 0, 0, 0, 0, 0, 0, 38, 57, 390
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\linear_areal.hpp", "C++", 1090, 0, 0, 0, 0, 0, 0, 213, 208, 1511
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\linear_linear.hpp", "C++", 616, 0, 0, 0, 0, 0, 0, 92, 119, 827
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\multi_point_geometry.hpp", "C++", 522, 0, 0, 0, 0, 0, 0, 29, 94, 645
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\point_geometry.hpp", "C++", 71, 0, 0, 0, 0, 0, 0, 114, 26, 211
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\point_point.hpp", "C++", 206, 0, 0, 0, 0, 0, 0, 20, 50, 276
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\relate_impl.hpp", "C++", 81, 0, 0, 0, 0, 0, 0, 8, 21, 110
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\result.hpp", "C++", 1023, 0, 0, 0, 0, 0, 0, 55, 179, 1257
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\topology_check.hpp", "C++", 241, 0, 0, 0, 0, 0, 0, 38, 67, 346
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relate\turns.hpp", "C++", 268, 0, 0, 0, 0, 0, 0, 15, 52, 335
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relation\implementation.hpp", "C++", 4, 0, 0, 0, 0, 0, 0, 6, 9, 19
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\relation\interface.hpp", "C++", 148, 0, 0, 0, 0, 0, 0, 33, 39, 220
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\ring_identifier.hpp", "C++", 56, 0, 0, 0, 0, 0, 0, 6, 24, 86
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sections\range_by_section.hpp", "C++", 129, 0, 0, 0, 0, 0, 0, 21, 42, 192
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sections\section_box_policies.hpp", "C++", 36, 0, 0, 0, 0, 0, 0, 8, 17, 61
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sections\section_functions.hpp", "C++", 123, 0, 0, 0, 0, 0, 0, 10, 34, 167
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sections\sectionalize.hpp", "C++", 861, 0, 0, 0, 0, 0, 0, 103, 134, 1098
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\signed_size_type.hpp", "C++", 9, 0, 0, 0, 0, 0, 0, 6, 14, 29
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\single_geometry.hpp", "C++", 63, 0, 0, 0, 0, 0, 0, 11, 21, 95
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sub_range.hpp", "C++", 96, 0, 0, 0, 0, 0, 0, 10, 31, 137
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\sweep.hpp", "C++", 62, 0, 0, 0, 0, 0, 0, 5, 21, 88
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\throw_on_empty_input.hpp", "C++", 29, 0, 0, 0, 0, 0, 0, 19, 22, 70
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\touches\implementation.hpp", "C++", 334, 0, 0, 0, 0, 0, 0, 33, 77, 444
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\touches\interface.hpp", "C++", 214, 0, 0, 0, 0, 0, 0, 64, 54, 332
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\tupled_output.hpp", "C++", 478, 0, 0, 0, 0, 0, 0, 29, 107, 614
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\turns\compare_turns.hpp", "C++", 82, 0, 0, 0, 0, 0, 0, 8, 28, 118
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\turns\debug_turn.hpp", "C++", 42, 0, 0, 0, 0, 0, 0, 5, 19, 66
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\turns\filter_continue_turns.hpp", "C++", 51, 0, 0, 0, 0, 0, 0, 5, 23, 79
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\turns\print_turns.hpp", "C++", 72, 0, 0, 0, 0, 0, 0, 6, 29, 107
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\turns\remove_duplicate_turns.hpp", "C++", 39, 0, 0, 0, 0, 0, 0, 5, 19, 63
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\within\implementation.hpp", "C++", 217, 0, 0, 0, 0, 0, 0, 18, 69, 304
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\within\interface.hpp", "C++", 192, 0, 0, 0, 0, 0, 0, 59, 48, 299
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\within\multi_point.hpp", "C++", 196, 0, 0, 0, 0, 0, 0, 35, 54, 285
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\within\point_in_geometry.hpp", "C++", 287, 0, 0, 0, 0, 0, 0, 52, 76, 415
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\detail\within\within_no_turns.hpp", "C++", 174, 0, 0, 0, 0, 0, 0, 24, 24, 222
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\difference.hpp", "C++", 405, 0, 0, 0, 0, 0, 0, 72, 65, 542
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\discrete_frechet_distance.hpp", "C++", 159, 0, 0, 0, 0, 0, 0, 56, 35, 250
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\discrete_hausdorff_distance.hpp", "C++", 247, 0, 0, 0, 0, 0, 0, 60, 47, 354
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\disjoint.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 14, 9, 28
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\disjoint.hpp", "C++", 56, 0, 0, 0, 0, 0, 0, 15, 24, 95
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\distance.hpp", "C++", 49, 0, 0, 0, 0, 0, 0, 14, 22, 85
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\envelope.hpp", "C++", 21, 0, 0, 0, 0, 0, 0, 13, 16, 50
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\expand.hpp", "C++", 24, 0, 0, 0, 0, 0, 0, 14, 18, 56
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\is_simple.hpp", "C++", 17, 0, 0, 0, 0, 0, 0, 5, 17, 39
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\dispatch\is_valid.hpp", "C++", 22, 0, 0, 0, 0, 0, 0, 6, 17, 45
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\distance.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 13, 9, 27
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\envelope.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 12, 9, 26
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\equals.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 14, 12, 31
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\expand.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 13, 9, 27
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\for_each.hpp", "C++", 438, 0, 0, 0, 0, 0, 0, 68, 123, 629
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\intersection.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 8, 10, 23
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\intersects.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 13, 11, 29
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\is_convex.hpp", "C++", 159, 0, 0, 0, 0, 0, 0, 23, 47, 229
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\is_empty.hpp", "C++", 148, 0, 0, 0, 0, 0, 0, 15, 48, 211
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\is_simple.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 5, 7, 17
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\is_valid.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 5, 7, 17
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\length.hpp", "C++", 195, 0, 0, 0, 0, 0, 0, 50, 66, 311
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\line_interpolate.hpp", "C++", 282, 0, 0, 0, 0, 0, 0, 70, 60, 412
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\make.hpp", "C++", 118, 0, 0, 0, 0, 0, 0, 93, 38, 249
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\not_implemented.hpp", "C++", 28, 0, 0, 0, 0, 0, 0, 13, 27, 68
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\num_geometries.hpp", "C++", 80, 0, 0, 0, 0, 0, 0, 23, 39, 142
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\num_interior_rings.hpp", "C++", 78, 0, 0, 0, 0, 0, 0, 26, 39, 143
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\num_points.hpp", "C++", 138, 0, 0, 0, 0, 0, 0, 26, 48, 212
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\num_segments.hpp", "C++", 131, 0, 0, 0, 0, 0, 0, 20, 53, 204
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\overlaps.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 12, 11, 28
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\perimeter.hpp", "C++", 145, 0, 0, 0, 0, 0, 0, 48, 42, 235
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\point_on_surface.hpp", "C++", 220, 0, 0, 0, 0, 0, 0, 81, 64, 365
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\relate.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 6, 7, 18
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\relation.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 6, 7, 18
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\remove_spikes.hpp", "C++", 223, 0, 0, 0, 0, 0, 0, 45, 71, 339
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\reverse.hpp", "C++", 117, 0, 0, 0, 0, 0, 0, 24, 50, 191
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\simplify.hpp", "C++", 473, 0, 0, 0, 0, 0, 0, 112, 120, 705
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\sym_difference.hpp", "C++", 612, 0, 0, 0, 0, 0, 0, 72, 100, 784
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\touches.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 13, 11, 29
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\transform.hpp", "C++", 361, 0, 0, 0, 0, 0, 0, 46, 81, 488
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\union.hpp", "C++", 527, 0, 0, 0, 0, 0, 0, 60, 90, 677
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\unique.hpp", "C++", 111, 0, 0, 0, 0, 0, 0, 27, 51, 189
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\validity_failure_type.hpp", "C++", 23, 0, 0, 0, 0, 0, 0, 56, 12, 91
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\algorithms\within.hpp", "C++", 5, 0, 0, 0, 0, 0, 0, 12, 11, 28
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\arithmetic.hpp", "C++", 183, 0, 0, 0, 0, 0, 0, 100, 53, 336
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\cross_product.hpp", "C++", 138, 0, 0, 0, 0, 0, 0, 39, 34, 211
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\determinant.hpp", "C++", 52, 0, 0, 0, 0, 0, 0, 7, 20, 79
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\dot_product.hpp", "C++", 49, 0, 0, 0, 0, 0, 0, 26, 22, 97
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\infinite_line_functions.hpp", "C++", 53, 0, 0, 0, 0, 0, 0, 21, 20, 94
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\arithmetic\normalize.hpp", "C++", 45, 0, 0, 0, 0, 0, 0, 7, 20, 72
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\access.hpp", "C++", 239, 0, 0, 0, 0, 0, 0, 97, 55, 391
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\assert.hpp", "C++", 20, 0, 0, 0, 0, 0, 0, 9, 15, 44
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\closure.hpp", "C++", 105, 0, 0, 0, 0, 0, 0, 53, 46, 204
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\config.hpp", "C++", 14, 0, 0, 0, 0, 0, 0, 12, 11, 37
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\coordinate_dimension.hpp", "C++", 71, 0, 0, 0, 0, 0, 0, 40, 24, 135
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\coordinate_system.hpp", "C++", 47, 0, 0, 0, 0, 0, 0, 28, 28, 103
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\coordinate_type.hpp", "C++", 66, 0, 0, 0, 0, 0, 0, 32, 26, 124
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\cs.hpp", "C++", 167, 0, 0, 0, 0, 0, 0, 94, 81, 342
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\exception.hpp", "C++", 42, 0, 0, 0, 0, 0, 0, 45, 22, 109
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\exterior_ring.hpp", "C++", 65, 0, 0, 0, 0, 0, 0, 41, 33, 139
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\geometry_id.hpp", "C++", 43, 0, 0, 0, 0, 0, 0, 21, 42, 106
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\interior_rings.hpp", "C++", 75, 0, 0, 0, 0, 0, 0, 41, 37, 153
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\interior_type.hpp", "C++", 83, 0, 0, 0, 0, 0, 0, 35, 39, 157
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\is_areal.hpp", "C++", 6, 0, 0, 0, 0, 0, 0, 12, 12, 30
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\make.hpp", "C++", 14, 0, 0, 0, 0, 0, 0, 22, 11, 47
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\mutable_range.hpp", "C++", 47, 0, 0, 0, 0, 0, 0, 29, 27, 103
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\point_order.hpp", "C++", 98, 0, 0, 0, 0, 0, 0, 46, 42, 186
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\point_type.hpp", "C++", 94, 0, 0, 0, 0, 0, 0, 32, 40, 166
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\radian_access.hpp", "C++", 143, 0, 0, 0, 0, 0, 0, 68, 53, 264
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\radius.hpp", "C++", 138, 0, 0, 0, 0, 0, 0, 65, 48, 251
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\reverse_dispatch.hpp", "C++", 31, 0, 0, 0, 0, 0, 0, 14, 24, 69
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\ring_type.hpp", "C++", 135, 0, 0, 0, 0, 0, 0, 33, 52, 220
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\static_assert.hpp", "C++", 14, 0, 0, 0, 0, 0, 0, 5, 15, 34
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\tag.hpp", "C++", 24, 0, 0, 0, 0, 0, 0, 32, 18, 74
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\tag_cast.hpp", "C++", 27, 0, 0, 0, 0, 0, 0, 25, 17, 69
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\tags.hpp", "C++", 53, 0, 0, 0, 0, 0, 0, 47, 56, 156
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\core\topological_dimension.hpp", "C++", 37, 0, 0, 0, 0, 0, 0, 23, 45, 105
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\andoyer_inverse.hpp", "C++", 207, 0, 0, 0, 0, 0, 0, 42, 45, 294
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\area_formulas.hpp", "C++", 371, 0, 0, 0, 0, 0, 0, 135, 73, 579
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\authalic_radius_sqr.hpp", "C++", 62, 0, 0, 0, 0, 0, 0, 8, 27, 97
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\differential_quantities.hpp", "C++", 207, 0, 0, 0, 0, 0, 0, 42, 59, 308
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\eccentricity_sqr.hpp", "C++", 47, 0, 0, 0, 0, 0, 0, 7, 19, 73
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\flattening.hpp", "C++", 46, 0, 0, 0, 0, 0, 0, 7, 18, 71
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\geographic.hpp", "C++", 292, 0, 0, 0, 0, 0, 0, 62, 105, 459
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\gnomonic_intersection.hpp", "C++", 100, 0, 0, 0, 0, 0, 0, 19, 30, 149
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\gnomonic_spheroid.hpp", "C++", 84, 0, 0, 0, 0, 0, 0, 14, 28, 126
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\interpolate_point_spherical.hpp", "C++", 74, 0, 0, 0, 0, 0, 0, 16, 18, 108
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\karney_direct.hpp", "C++", 145, 0, 0, 0, 0, 0, 0, 51, 75, 271
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\karney_inverse.hpp", "C++", 636, 0, 0, 0, 0, 0, 0, 135, 186, 957
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\mean_radius.hpp", "C++", 47, 0, 0, 0, 0, 0, 0, 7, 18, 72
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\meridian_direct.hpp", "C++", 122, 0, 0, 0, 0, 0, 0, 13, 36, 171
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\meridian_inverse.hpp", "C++", 123, 0, 0, 0, 0, 0, 0, 14, 40, 177
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\meridian_segment.hpp", "C++", 43, 0, 0, 0, 0, 0, 0, 10, 20, 73
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\quarter_meridian.hpp", "C++", 77, 0, 0, 0, 0, 0, 0, 15, 21, 113
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\result_direct.hpp", "C++", 22, 0, 0, 0, 0, 0, 0, 6, 12, 40
"e:\Projects\VScodeProjects\ocibuilder\include\boost\geometry\formulas\result_inverse.hpp", "C++", 22, 0, 0, 0, 0, 0, 0, 6, 12, 40
